company_id;name;phonenumber;website;email;number;vatnumber;address_street;address_zipcode;address_city;address_country;address_type;distribution_partner_id
"99525";"Rasenberg Milieutechniek B.V.";"076-5789789";"www.rasenberg.nl";"milieu@rasenberg.nl";"41065";"";"Industriekade 10";"4815HD";"BREDA";"NL";"office";"86268"
"99680";"Nederlandse Deurwaarders Associatie B.V.";"033-4538945";"www.nda-incasso.nl";"info@nda-incasso.nl";"42027";;"Disketteweg 1";"3821AR";"AMERSFOORT";"NL";"office";"86268"
"99684";"ISN Business Services CV";"010-4145511";"www.isnl.nl";"intl@isdn.nl";"42086";"";"Van der Hoevenplein 100";"3072MK";"ROTTERDAM";"NL";"office";"86268"
"99700";"Collactive Detachering & Debiteurenbeheer B.V";"040-2919666";"www.collactive.nl";"algemeen@collactive.nl";"25130";;"Henri Wijnmalenweg 5";"5657EP";"EINDHOVEN";"NL";"office";"86268"
"99752";"Credifixx Incassoservices B.V.";"071-3015717";"www.credifixx.nl";"info@credifixx.nl";"42148";"";"Flevoweg 9 H";"2318BZ";"LEIDEN";"NL";"office";"86268"
"99755";"Hakort & Partners BV";"030-6064222";"www.hakort.com";"";"42108";"";"Kruyderlaan 27";"3431BM";"NIEUWEGEIN";"NL";"office";"86268"
"99816";"Centraal Invorderings Bureau";"010-4134843 / 010-41";"www.cibincasso.nl";"info@cibincasso.nl";"42070";;"Oostzeedijk 64/a";"3063BE";"ROTTERDAM";"NL";"office";"86268"
"100189";"Menken van den Assem Products BV";"070-3012770";"";"";"42042";;"Donau 86-88";"2491BC";"Den Haag";"NL";"office";"86268"
"100190";"Van Galen- TransMission BV";"036 5460460";"";"";"42023";;"Wormerweg 6";"1311XB";"Almere";"NL";"office";"86268"
"100195";"BATOS-constructieadviesbureau";"023-5622204";"www.batos.nl";"info@batos.nl";"42013";;"Kuinderbos  79";"2134KN";"Hoofddorp";"NL";"office";"86268"
"100197";"Baanstede";"0299 469369";"";"facturen@baanstede.nl";"42073";"";"Einsteinstraat 103";"1446VE";"Purmerend";"NL";"office";"86268"
"100198";"Arbo Concern VOF";"071 4018141";"";"j.franck@arboconcern.nl";"42028";;"\\'s-Gravendijckseweg 11";"2201CZ";"Noordwijk";"NL";"office";"86268"
"100200";"Dirk Accountants + Adviseurs BV";"0653178893";"";"";"42030";;"Steenplaetsstraat 6";"2288AA";"Rijswijk";"NL";"office";"86268"
"100201";"Cummins Belgium NV";"003215479100";"";"walter.fortuin@cummins.com";"42031";"";"E. Walschaertsstraat 2";"B-2800";"Mechelen";"BE";"office";"86268"
"100202";"Rietveld Finance Consultancy";"055-3605538";"www.rietveldfc.nl";"info@rietveldfc.nl";"42032";;"De Wintereik 12";"7325HR";"Apeldoorn";"NL";"office";"86268"
"100203";"Samclaire BV";"06-30259066";"";"info@samclaire.nl";"42033";"";"Westeinde 2";"2211XP";"Noordwijkerhout";"NL";"office";"86268"
"100204";"Babytrack";"071 3612100";"www.babytrack.nl";"";"42057";;"Losplaatsweg 26 B/C";"2201CV";"Noordwijk";"NL";"office";"86268"
"100205";"Kleine-Solutions BV";"071-5312060";"";"";"42037";;"Oudendijk 10";"7437SL";"Bathmen";"NL";"office";"86268"
"100206";"Menken van den Assem Food BV";"070-3012770";"www.menken-assem.com";"bianca.sinterniklaas@menken-assem.com";"42043";;"Donau 86-88";"2491BV";"Den Haag";"NL";"office";"86268"
"100208";"Gemeente Amstelveen";"020 5404911";"";"facturen@amstelveen.nl";"42063";"";"Laan Nieuwer-Amstel 1";"1182JR";"Amstelveen";"NL";"office";"86268"
"100209";"Cashcontrol Informatiediensten BV.";"";"";"financieel@cashformatie.nl";"42049";"";"Lange Nieuwstraat 227";"3111AJ";"Schiedam";"NL";"office";"86268"
"100210";"AllEasy MultiMedia Services";"06 14318850";"";"";"42051";"";"Burgersdijkstraat 19";"2225AT";"Katwijk ZH";"NL";"office";"86268"
"100211";"GVC Steigerbouw B.V.";"071-5222688";"";"";"42055";;"Daniel Goedkoopstraat";"1096BD";"AMSTERDAM";"NL";"office";"86268"
"100212";"Aertery B.V.";"088-1001600";"";"tlooij@aertery.com";"42059";"";"Westblaak 102";"3012KM";"Rotterdam";"NL";"office";"86268"
"100216";"Goud Bedrijfshuisvesting B.V. i.o.";"0180 - 318 222";"www.goud-bhv.nl";"richard@goud-bhv.nl";"42066";;"Kerklaan 92";"2912CL";"Nieuwerkerk ad IJssel";"NL";"office";"86268"
"100247";"Securo Beveilingen";"017 5761762";"";"info@securobeveiliging.nl";"42068";;"De Hooge Krocht 76";"2201TZ";"Noordwijk";"NL";"office";"86268"
"100411";"IHC Merwede Holding BV";"0180-446166";"";"";"42085";"0099.15.564";"Postbus 3";"2960 AA";"Kinderdijk";"NL";"office";"86268"
"104149";"Koos van Os B.V.";"010-5223278";"";"";"42095";;"Westersingel 9";"2651CM";"BERKEL EN RODENRIJS";"NL";"office";"86268"
"105348";"Meester Techniek B.V.";"071-5234048";"www.meestertechniek.nl";"info@meestertechniek.nl";"42126";;"Dorus Rijkersweg 23";"2315WC";"LEIDEN";"NL";"office";"86268"
"106743";"Pap Star B.V.";"078 6530620";"www.papstar.com";"";"42233";;"Calandstraat 44";"3316EA";"DORDRECHT";"NL";"office";"86268"
"107330";"Grayvis Logistics B.V.";"0252-360210";"www.grayvis.nl";"graman@grayvis.nl";"42155";"";"Madame Curiestraat 10";"2171TW";"SASSENHEIM";"NL";"office";"86268"
"109215";"Immo Rijnstede B.V.";"071-5281414";"www.immo-rijnstede.nl";"info@immo-rijnstede.nl";"42119";;"Haagweg 51";"2321AC";"LEIDEN";"NL";"office";"86268"
"109732";"BarthcoDart (Europe) B.V.";"020-3540005";"www.barthcodart.nl";"cwei@ohl.com";"42088";"";"Breguetlaan 2";"1438BB";"OUDE MEER";"NL";"office";"86268"
"114664";"Jansen International Trading B.V.";"0252-520144";"www.harryshorse.nl";"info@harryshorse.nl";"42153";"";"Haarlemmerstraat 16";"2181HC";"Hillegom";"NL";"office";"86268"
"116203";"Aster Groep B.V.";"0172-722333";"www.asterict.nl";"administratie@asterict.nl";"42183";"";"A van Leeuwenhoekweg 32 G";"2408AN";"ALPHEN AAN DEN RIJN";"NL";"office";"86268"
"126329";"Jan van Duuren & Zn. B.V.";"071-5225999";"www.janvanduuren.nl";"";"42143";;"Admiraal Banckertweg 6";"2315SR";"LEIDEN";"NL";"office";"86268"
"144016";"Arie de Winter en Zonen V.O.F. Hei- en Fundat";"0252-374361";"";"info@ariedewinter.nl";"42079";;"Tespellaan 5";"2211VT";"NOORDWIJKERHOUT";"NL";"office";"86268"
"144589";"Bos Totaalbouw B.V.";"06-22778210";"";"";"42117";;"Kerkweg 65";"2935AH";"OUDERKERK AAN DEN IJSSEL";"NL";"office";"86268"
"150081";"De Muze";"071-3646538";"";"";"42020";"";"Wantveld 2";"2202NS";"NOORDWIJK ZH";"NL";"office";"86268"
"151327";"Turk & van Rossum Projectinrichters V.O.F.";"";"www.turkvanrossum.nl";"info@turkvanrossum.nl";"42166";"";"Gieterij 5";"2211WC";"NOORDWIJKERHOUT";"NL";"office";"86268"
"159960";"Direct Device B.V.";"071-3640060";"";"";"42076";"";"Keyserswey 57";"2201CX";"NOORDWIJK ZH";"NL";"office";"86268"
"170330";"OohZo";"06 23361657";"www.oohzo.nl";"info@oohzoo.nl";"42102";;"Van Speijkstraat 3";"2202GJ";"NOORDWIJK ZH";"NL";"office";"86268"
"172751";"Roman Holiday B.V.";"020-8206734";"www.santiniscooters.nl";"bas@santiniscooters.nl";"42100";"";"Pilotenstraat 15";"1059CH";"AMSTERDAM";"NL";"office";"86268"
"181731";"Duca Consulting";"";"";"";"42339";"";"Wilgeneiland 26";"2285JR";"Rijswijk ZH";"NL";"office";"86268"
"181732";"Klus- & Montagebedrijf A. Kuijt";"0651064473";"";"";"42080";;"Sluisweg 62";"2225XN";"Katwijk";"NL";"office";"86268"
"181740";"VanOoijen Accountants N.V.";"023-5440383";"";"b.vos@ooijen.nl";"42089";"";"Leidsevaart 578";"2014HT";"Haarlem";"NL";"office";"86268"
"181741";"van Kruistum & Sloos Accountancy";"071-5804600";"www.vksa.nl";"";"42083";;"Keerweer";"2381GC";"Zoeterwoude";"NL";"office";"86268"
"181743";"Cetem Containers BV";"010-4387366";"www.cetem.nl";"info@cetem.nl";"42090";;"Oude Maasweg 11";"3197KJ";"Rotterdam";"NL";"office";"86268"
"181745";"Salvors Consultants";"010 8424482";"www.salvors.nl";"info@salvors.nl";"43157";"";"Hollandsch Diep 63 H";"2404 EP";"Rotterdam";"NL";"office";"86268"
"181746";"Lensvelt B.V.";"076 5722000";"";"";"42092";"";"Minervum 7003";"4817ZL";"Breda";"NL";"office";"86268"
"181747";"Collactive BV (eigen klanten)";"040-291 96 66";"www.collactive.nl";"info@collactive.nl";"42094";"";"Postbus 441";"5600AK";"Eindhoven";"NL";"office";"86268"
"181748";"Oud Thamen Five Beheer BV";"0297-543400";"www.uba.nl";"info@uba.nl";"42096";;"J.A. van Seumerenlaan 4";"1422XS";"Uithoorn";"NL";"office";"86268"
"181749";"Bestuur Stichting Dorpshuizen";"071 3646538";"";"info@demuzenoordwijk.nl";"42097";;"Wantveld 2";"2202NS";"Noordwijk";"NL";"office";"86268"
"181751";"Tefama B.V. / crisisbestendig.nl";"0182 350889";"";"";"42103";;"Benedenberg 120";"2861LJ";"Bergambacht";"NL";"office";"86268"
"181754";"VanOoijen Belastingadviseurs";"";"";"";"42104";;"Leidsevaart 578";"2014HT";"Haarlem";"NL";"office";"86268"
"181755";"Company.info B.V.";"020 - 2400400";"";"";"42107";;"Prins Bernhardplein 173";"1097 BL";"Amsterdam";"NL";"office";"86268"
"181756";"Reanco BV";"076-5789738";"www.reanco.nl";"info@reanco.nl";"42109";;"Industriekade 10";"4815HD";"Breda";"NL";"office";"86268"
"181758";"Brangs + Heinrich GmbH";"030-2631020";"";"";"42113";"";"Wilhelm Steinweg 22";"22339";"Hamburg";"DE";"office";"86268"
"181760";"Trust & Law BV";"088-0075888";"www.trustandlaw.nl";"m.stout@trustandlaw.nl";"42114";;"De Scheysloot 53c";"2201GN";"Noordwijk";"NL";"office";"86268"
"181761";"Intratel BV";"(0)77 850 71 33";"www.intratel.nl";"";"42115";;"De Amert 414 a";"5462GH";"Veghel";"NL";"office";"86268"
"181764";"Ingenieursburo van der Aa";"0172-416300";"www.vanderaagroep.nl";"info@vanderaagroep.nl";"42129";"";"Groenestein 66";"2403JR";"Alphen aan den Rijn";"NL";"office";"86268"
"181767";"C.E.S. Dakwerken";"06-41463226";"";"cescadakwerken@hetnet.nl";"42125";;"Kwartellaan 11";"1602NH";"Enkhuizen";"NL";"office";"86268"
"181771";"Marel Food Systems B.V.";"0165-523030";"www.marel.com";"perry.houtepen@marel.com";"42127";"";"Hogerwerf 18";"4704RV";"Roosendaal";"NL";"office";"86268"
"181773";"Bata Nederland B.V.";"(0)499 362 911";"www.bataindustrials.com";"finance@bata.nl";"42189";"";"Europaplein 1";"5684ZC";"Best";"NL";"office";"86268"
"181775";"Taft International Footwear - Taft-Oscar B.V. // failliet";"023 5698100";"www.taft.nl";"info@taft.nl";"42167";"";"Graftermeerstraat 54";"2131AC";"Hoofddorp";"NL";"office";"86268"
"181777";"Roac B.V.";"+31 35-6016634 / 064";"www.roacbv.nl";"info@roacbv.nl";"42135";;"Stadhouderslaan 144";"3761ER";"SOEST";"NL";"office";"86268"
"181778";"Monika Interieurverzorging";"";"";"";"42132";;"Michael de Ruijterstraat 68";"2182XP";"Hillegom";"NL";"office";"86268"
"181779";"RCS Dienstverlening";"0610362557";"www.rcs-dienstverlening.nl";"contact@rcs-dienstverlening.nl";"42133";"";"Achtknoop  51";"1319 GL";"Almere";"NL";"office";"86268"
"181780";"WKK Nederland BV";"013 - 5712171";"www.wkk.nl";"info@wkk.nl";"42134";"";"Polluxstraat 1";"5047RA";"Tilburg";"NL";"office";"86268"
"181781";"HF Works Personeelsdiensten BV";"0499-377552";"";"info@hfworks.eu";"42243";;"Binnenweg 13";"5683PR";"Best";"NL";"office";"86268"
"181782";"T. van Mourik";"0235320714";"";"vanmouri@xs4all.nl";"42137";;"Van Marumstraat 75";"2012XT";"Haarlem";"NL";"office";"86268"
"181783";"Wood Flame Moerdijk B.V.";"0168 382 110";"www.labeegroup.com/woodflame";"paul@labeegroup.com";"42138";;"Apolloweg 4";"4782SB";"Moerdijk";"NL";"office";"86268"
"181784";"Braez Europe BV";"020 4111798";"www.braez.nl";"info@braez.nl";"42140";"";"Melbournestraat 5";"1175RM";"Lijnden";"NL";"office";"86268"
"181789";"K & L Vastgoedmanagement";"070-3198030";"www.kruse-lampo.nl";"r.lampo@kruse-lampo.nl";"42147";;"Laan van Zuid Hoorn  45";"2289DC";"Rijswijk";"NL";"office";"86268"
"181790";"Verwerkingsmaatschappij Van den Doel B.V.";"0167-522331";"";"";"42169";"";"Markweg-Zuid 1 B";"4794SN";"Heijningen";"NL";"office";"86268"
"181795";"Broeke Steigerbouw BV";"0302613114";"www.broekesteigerbouw.nl";"info@broekesteigerbouw.nl";"42145";"";"Atoomweg  62  W";"3542AB";"Utrecht";"NL";"office";"86268"
"181798";"Comforta Nieuwkoop B.V.";"0172 - 579 202";"www.comforta.nl";"info@comforta.nl";"42149";"";"Nijverheidsweg  5";"2421LR";"Nieuwkoop";"NL";"office";"86268"
"181799";"T. van de Pol Aannemingsbedrijf B.V.";"0317 619611";"";"info@tvandepol.nl";"42176";;"Boslandweg 29";"3911VD";"Rhenen";"NL";"office";"86268"
"182017";"Jet Europe BV";"036-5372828";"info@jeteurope.nl";"www.jeteurope.nl";"42190";"";"Eenspan 6";"";"ZEEWOLDE";"NL";"office";"86268"
"182769";"Brandwacht & Meijer BV";"030-2416800";"www.brandwachtenmeijer.nl";"";"42204";"";"Hyperonenweg 30";"3542AG";"UTRECHT";"NL";"office";"86268"
"182850";"Grosfillex BV";"0413-247145";"";"www.grosfillex.nl";"42195";"";"Kantorencomplex d n Office /Loopkantstraat 25";"5405 AC";"UDEN";"NL";"office";"86268"
"183483";"Excel Group BV";"0165-393222";"www.excelgroup.nl";"mbaans@excelgroup.nl";"42192";;"Boerkensleen 39";"4705RL";"ROOSENDAAL";"NL";"office";"86268"
"184112";"Schülke & Mayr Benelux BV";"023-5352634";"www.schuelke-mayr.com";"financebenelux@schuelke.com";"42211";"";"Oudeweg 8d";"2031 CC";"Haarlem";"NL";"office";"86268"
"184218";"Esselink Bouwmaterialen BV  Collactive";"0187-475400";"";"";"42660";"";"Industrieweg 35";"3240 AB";"MIDDELHARNIS";"NL";"office";"70630"
"184542";"Stepstone BV";"071-5730400";"www.stepstone.nl";"info@stepstone.nl";"42178";"";"Doezastraat 2a";"2311 HB";"LEIDEN";"NL";"office";"86268"
"184717";"W.Th. Zandstra BV";"0513-415858";"www.zandstrasport.nl";"info@zandstrasport.nl";"42244";;"Yndustrywei 8";"8501SN";"JOURE";"NL";"office";"86268"
"184781";"Europresspartners BV";"+31 (0)35 62 29 077";"www.europresspartners.nl";"info@europresspartners.nl";"42289";"";"Grift 5";"1273 SE";"HUIZEN";"NL";"office";"86268"
"184793";"Blygold Holding BV";"030-6344333";"";"";"42248";"";"Hoofdveste 13";"3992DH";"HOUTEN";"NL";"office";"86268"
"185537";"Rexel Nederland BV";"0885007650";"www.rexel.nl";"m.lafeber@rexel.nl";"42774";"";"Bleiswijkseweg  35";"2712 PB";"Zoetermeer";"NL";"office";"86268"
"185690";"Digitronics Retail BV";"0578-620300";"";"Bertjan@digitronics.nl";"42201";;"Hoofdstraat 158";"8162 AR";"EPE";"NL";"office";"86268"
"185815";"Roestvaststaalindustrie Westra BV";"0514604146";"";"info@westra-rvs.nl";"42160";;"Buorren 75";"8581KD";"ELAHUIZEN";"NL";"office";"86268"
"186072";"DDO Installatie";"078-7501730";"www.ddo-installatie.nl";"info@ddo-installatie.nl";"42188";;"Damstraat 8";"3319BD";"DORDRECHT";"NL";"office";"86268"
"186606";"Boekbinderij Combi Bind BV";"079-3439809";"www.combibind.nl";"j.van.engelen@combibind.nl";"42186";;"Verbreepark 29A";"2731BR";"BENTHUIZEN";"NL";"office";"86268"
"187051";"Bluelink BV";"020-4486400";"";"";"42230";"";"Bolstoen 7 - B";"1046AS";"AMSTERDAM";"NL";"office";"86268"
"187638";"Dam Handelsonderneming BV";"0566-651575";"www.dambeton.nl";"info@dambeton.nl";"42168";;"Spikerboor 2";"8491PA";"AKKRUM";"NL";"office";"86268"
"187874";"Asian City BV";"030 2310619";"www.denachtburgemeester.nl";"info@denachtburgemeester.nl";"42158";;"Stadhuisbrug 3";"3511KP";"Utrecht";"NL";"office";"86268"
"187875";"Paridaans & Liebregts B.V.";"073 624 20 20";"www.paligroup.nl";"f.wouters@paligroup.nl";"42172";;"Veemarktkade 19";"5222AG";"s-Hertogenbosch";"NL";"office";"86268"
"187876";"Bureau van Dijk Electronic Publishing BV";"020 - 5400100";"";"informatie@bvdep.com";"42174";"";"Hoogoorddreef 9";"1101 BA";"Amsterdam";"NL";"office";"86268"
"188299";"Maas Autogroep";"0172-579316";"www.maasautogroep.nl";"aftersales.nieuwkoop@jmaasbv.nl";"42931";"";"Nieuwveenseweg 7";"2421LA";"NIEUWKOOP";"NL";"office";"86268"
"188326";"Multivac BV";"0348-436570";"";"";"42806";"";"Pompmolenlaan 15";"3447GK";"WOERDEN";"NL";"office";"70630"
"188581";"Mediaweb";"0717504000";"www.mediaweb.nl";"evanhall@mediaweb.nl";"42194";"";"Losplaatsweg 24-26";"2201CV";"NOORDWIJK ZH";"NL";"office";"86268"
"188582";"Hollandse Telecommunicatie Maatschappij B.V.";"0316585858";"www.htm-zevenaar.nl";"";"42212";"";"Edisonstraat 50";"6902PK";"ZEVENAAR";"NL";"office";"86268"
"188809";"RO-AD Benelux B.V.";"0342 416108";"www.roadbarneveld.nl";"";"42259";"";"Harselaarseweg 107";"3771MA";"BARNEVELD";"NL";"office";"86268"
"189413";"Lemga Benelux B.V.";"045 7111427";"";"";"42681";"";"Vink 10";"6363CA";"WIJNANDSRADE";"NL";"office";"202526"
"189567";"Diesel Benelux B.V.";"020-7025555";"www.diesel.com";"";"42530";"";"Danzigerkade 55";"1013 AP";"Amsterdam";"NL";"office";"86268"
"190084";"Advantech Europe B.V.";"0402677000";"www.advant.com";"0165 599318";"42467";"";"Science Park Eindhoven  5708";"5692ER";"Son en Breugel";"NL";"office";"86268"
"190509";"Danser Benelux B.V.";"0184 495080";"www.dansercontainerline.com";"";"42967";"";"Middeldiepstraat 62";"3361VT";"SLIEDRECHT";"NL";"office";"86268"
"191686";"Schulke & Mayr Benelux BV   LET OP 42211";"070 3624631";"";"023-5352634";"42288";"";"Prins Bernhardlaan 2 C";"2032HA";"HAARLEM";"NL";"office";"86268"
"192179";"Asona Benelux B.V.";"020 6435850";"";"";"42415";"";"C. Verolmelaan 75";"1422 ZB";"Uithoorn";"NL";"office";"86268"
"192207";"Seko Logistics BV";"020 8201193";"klant creditBrokers";"jeetinder.mangroo@sekologistics.com";"43213";"NL811870972";"Flamingoweg 19";"1118EE";"SCHIPHOL";"NL";"office";"86268"
"192729";"Laco Paneermeelfabriek B.V.";"058 2948219";"";"t.vanslooten@koopmansmeel.nl";"42196";"";"De Merodestraat  3";"8937AA";"Leeuwarden";"NL";"office";"86268"
"192732";"Deliflor Chrysanten B.V.";"0174526200";"www.deliflor.nl";"";"42198";;"Postbus 77";"2676ZH";"MAASDIJK";"NL";"office";"86268"
"193365";"Demar Laser B.V.";"074 2452145";"www.demarlaser.nl";"edwin@demarlaser.nl";"43027";"";"Smaragdstraat 17";"7554TD";"HENGELO OV";"NL";"office";"86268"
"193371";"Novoferm Nederland B.V.";"0418 654700";"www.novoferm.nl";"g.t.dam@novoferm.nl";"42494";"";"Industrieweg 9";"4181CA";"WAARDENBURG";"NL";"office";"86268"
"193460";"Arai Helmet (Europe) B.V.";"033 2541010";"www.ariahelmet-europe.com";"";"43143";"";"Zuiderinslag 10";"3871MR";"HOEVELAKEN";"NL";"office";"202526"
"194075";"Ahlmann Nederland B.V.";"073 5997755";"www.ahlmann.nl";"";"42446";"";"Onderwaard 11";"5324JV";"AMMERZODEN";"NL";"office";"86268"
"194269";"BCM Music Systems B.V.";"0495 562558";"www.bcmmusic.nl";"";"43086";"";"Celsiusstraat  9";"6003DG";"WEERT";"NL";"office";"202526"
"194323";"Helwig Timmerfabriek B.V.";"046 4237960";"www.helwig.nl";"";"42218";;"Tomeikerweg 101";"6161RB";"GELEEN";"NL";"office";"86268"
"194418";"Frissen Groen Techniek B.V.";"043 6089200";"www.frissen.nl";"";"42793";"";"De Valkenberg 15";"6301PM";"VALKENBURG LB";"NL";"office";"86268"
"194448";"Dalco Food B.V.";"0412 675050";"www.dalco.nl";"info@dalco.nl";"43204";"";"Sweelinckstraat 8";"5344AE";"OSS";"NL";"office";"86268"
"194556";"Van Helvoort Grafisch Bedrijf B.V.";"0492 371137";"www.vanhelvoortgroep.nl";"";"42664";"";"Vliet 24";"5422VV";"GEMERT";"NL";"office";"70630"
"194946";"Special Logistic Services B.V.";"076 5783500";"www.sls-nederland.nl";"";"43076";"";"Takkebijsters 51";"4817BL";"BREDA";"NL";"office";"202526"
"194960";"Seal Force B.V.";"013 5720216";"www.sealforce.nl";"SdeBruijn@Sealforce.nl";"42290";"";"Heraclsesstraat 24";"5048CG";"TILBURG";"NL";"office";"86268"
"195036";"Montis B.V.";"0162 377777";"www.montis.nl";"farendsz@montis.nl";"42637";"";"Steenstraat 2";"5107NE";"DONGEN";"NL";"office";"86268"
"195071";"Van Uitert B.V.";"0162 313136";"www.uitert.nl";"";"43135";"";"De Schacht 9";"5107RD";"DONGEN";"NL";"office";"202526"
"195259";"G. Bosman en Zoon Nisse B.V.";"0113 649751";"www.bosmantransport.nl";"";"42765";"";"Drieweg 7";"4443RD";"NISSE";"NL";"office";"202526"
"195332";"Boer B.V.";"0183 352747";"www.boerbv.com";"";"42594";"";"Bordenweg 8";"4231VH";"MEERKERK";"NL";"office";"86268"
"195345";"DBN Diamant Systemen B.V.";"0168 331260";"";"";"42460";"";"Munterij 8";"4762AH";"ZEVENBERGEN";"NL";"office";"86268"
"195366";"Straaltechniek International B.V.";"078 6511477";"";"";"43181";"";"Bunsenstraat 1";"3316GC";"DORDRECHT";"NL";"office";"202526"
"195374";"Unit4  Business Software B.V.";"0184 444444";"www.unit4agresso.nl";"";"42403";"nl809214209B01";"Papendorpseweg 100";"3528 BJ";"Utrecht";"NL";"office";"86268"
"195380";"Duranmatic B.V.";"078 6310599";"www.duranmatic.nl";"";"42984";"";"Robijn 800";"3316KE";"DORDRECHT";"NL";"office";"202526"
"195444";"Aditech B.V.";"0183 637788";"www.aditech.nl";"";"42359";"";"Franklinweg 29";"4207HX";"GORINCHEM";"NL";"office";"86268"
"195477";"Stena Line B.V.";"0174 389333";"www.stenaline.nl";"";"43023";"";"Stationsweg 10";"3151HS";"HOEK VAN HOLLAND";"NL";"office";"86268"
"195520";"Schouten Insurance International B.V.";"010 2884900";"www.schouteninsurance.com";"";"42869";"";"'s-Gravenweg 431";"3065SC";"ROTTERDAM";"NL";"office";"202526"
"195615";"ECU-Line Rotterdam B.V.";"010 4950444";"www.eculine.net";"";"42455";"";"Nieuwesluisweg 240 havennr.5044";"3197KV";"BOTLEK ROTTERDAM";"NL";"office";"86268"
"195664";"WD-Trucks Zoetermeer B.V.";"0174 526417";"www.wd-trucks.nl";"weg@wd-trucks.nl";"42251";"";"Bandijkweg 62";"2676LJ";"MAASDIJK";"NL";"office";"86268"
"195696";"Zeilmakerij D. Wakker B.V.";"010 5912288";"www.wakker.nl";"";"42241";;"Scheldeweg 7";"3144ES";"MAASSLUIS";"NL";"office";"86268"
"195713";"Van der Most Transport B.V.";"010 4953744";"www.vandermost.nl";"";"42433";"";"Van Riemsdijkweg 16 -18";"3088HC";"ROTTERDAM";"NL";"office";"86268"
"195809";"Parkerhouse Finans Nederland B.V.";"0182 624400";"www.amfafinans.nl";"";"43062";"";"Reeuwijkse Poort 107 b";"2811MX";"REEUWIJK";"NL";"office";"86268"
"195939";"Hofa B.V.";"079 3614022";"www.hofa.nl";"";"42748";"";"Koperstraat 35";"2718RG";"ZOETERMEER";"NL";"office";"202526"
"195994";"Hilti Nederland B.V.";"010-5191111";"www.hilti.nl";"";"42992";"";"Leeuwenhoekstraat 4";"2652XL";"BERKEL EN RODENRIJS";"NL";"office";"86268"
"196026";"Haring Technische Groothandel B.V.";"015 2512345";"www.haring.nl";"";"42522";"";"Rotterdamseweg 382";"2629 HG";"DELFT";"NL";"office";"86268"
"196080";"Van Egmond Potgrond B.V.";"020 4110386";"www.egmondpotgrond.nl";"cjjr@egmondpotgrond.com";"42247";"";"Ankerweg 4";"1041AT";"AMSTERDAM";"NL";"office";"86268"
"196100";"Schulpen Schuim Leiden B.V.";"071 5312121";"WWW.MULTY.NL";"boekhouding.schulpen@multy.nl";"42305";"";"Zaalbergweg 17";"2314XS";"LEIDEN";"NL";"office";"86268"
"196115";"C. Steenvoorden B.V.";"0252 520350";"www.steenvoorden.nl";"";"42239";"";"Veenenburgerlaan 86";"2182DC";"HILLEGOM";"NL";"office";"86268"
"196195";"M+ Marketing Informatics B.V.";"0172 428800";"www.mplus.nl";"";"43121";"808100026601";"Hoorn 131";"2404HH";"ALPHEN AAN DEN RIJN";"NL";"office";"86268"
"196262";"Kwekerij Verboom B.V.";"0180 631713";"www.kwekerijverboom.nl";"info@kwekerijverboom.nl";"42842";"";"Zuidelijke Dwarsweg 13";"2761JN";"ZEVENHUIZEN ZH";"NL";"office";"86268"
"196343";"Metaal- en Kunststoffen Industrie Snelder B.V";"030 2615601";"www.snelder.nl";"";"42693";"";"Ontariodreef 39 -41";"3565BB";"UTRECHT";"NL";"office";"86268"
"196346";"Selecta Olland B.V.";"0418 657800";"www.selecta.com";"";"42875";"";"Koeweistraat 10";"4181CD";"WAARDENBURG";"NL";"office";"86268"
"196413";"Hitachi Power Tools Netherlands B.V.";"030 6084040";"www.hitachi-powertools.nl";"admin@Hitachi-powertools.nl";"42574";"";"Brabanthaven 11";"3433PJ";"NIEUWEGEIN";"NL";"office";"86268"
"196447";"Technisch Bureau Koppes B.V.";"030 6877494";"www.tbk-holland.nl";"";"42687";"";"Lorentzlaan 9";"3401MX";"IJSSELSTEIN UT";"NL";"office";"86268"
"196468";"Floor Beveiligingstechniek B.V.";"0346 213426";"www.floorrolluiken.nl";"";"43081";"";"Groenekanseweg 24";"3737AG";"GROENEKAN";"NL";"office";"202526"
"196472";"Busch B.V.";"0348 462300";"www.busch.nl";"";"42916";"";"Pompmolenlaan 2";"3447GK";"WOERDEN";"NL";"office";"86268"
"196532";"Hollindia International B.V.";"030 6579599";"www.hollindia.com";"";"42604";"";"Drenthehaven 30";"3433PB";"NIEUWEGEIN";"NL";"office";"86268"
"196601";"Flexlink Systems B.V.";"023 5543100";"www.flexlink.nl";"";"42647";"";"Diamantlaan 51";"2132WV";"HOOFDDORP";"NL";"office";"86268"
"196739";"Smit & Dorlas Koffiebranders B.V.";"0297 284000";"www.smitdorlas.nl";"";"42283";"";"Nijverheidsweg 1";"3641RP";"MIJDRECHT";"NL";"office";"86268"
"196762";"Bouwbedrijf Van den Hengel B.V.";"035 6092222";"www.vdhengel.nl";"";"42703";"";"Veldweg 2 /B";"3764CP";"SOEST";"NL";"office";"202526"
"196795";"Beijersbergen en Partners";"033 4557501";"www.beijersbergen.com";"";"43054";"";"Beeldschermweg 5 -9";"3821AH";"AMERSFOORT";"NL";"office";"202526"
"196936";"MD Services B.V.";"035 5234909";"www.mdservices.nl";"";"43158";;"Kobaltstraat 11 b";"1411AM";"NAARDEN";"NL";"office";"86268"
